	Text	Contains_hate
3751	نحن في ودائعك يا الله، اللهم أني أستودعك نفسي وأهلي و من أحب اللهم أصرف عنّا الوباء والبلاء وقنا شر الدّاء بلطفك ورحمتك أنك على كل شيء قدير، اللهُم إني أستودعك أغلى ما أنعمت به علينا اللهُم احفظ لنا عافيتنا بحفظك، احرسنا بعينك التي لا تنام يا الله #كورونا #تطبيق_تباعد	Not Hatefull
3752	فايزر وبيونتيك: نسبة فعالية لقاحنا ضد كورونا 95% - الوكيل الاخباري  https://t.co/CkaKD2iiBQ	Not Hatefull
3753	مبقاش فارق معايا ترجع حياتنا الطبيعية امته قد ان ربنا ميوجعش قلبي على حد من حبايبنا فاللهم بلغنا نهاية أزمة الكورونا لا فاقدين ولا مفقودين يارب..	Not Hatefull
3754	سيذهب كورونا وتفتح المدارس وياتي رمضان بخير قولوا يا رب واستغفروا ❤#الغربة_تهون_عشان	Not Hatefull
3755	اللهم فرّج أموراً ضاقت بها صُدورنا ،وعجزت بها حيلتنا وقل بها صبرنا، اللهمّ أسعِد قلوبنا بما أنتَ أعْلمُ بِه منّا ،اللّهمّ اجْعَل مانريده في حياتنا قريباً لناظرنا سَعيداً لخواطرنا ،اللّهم أسعدنَا سعادةالدّنْيا ❤🙏🏻  #اللهم_البشارات #السعودية_كورونا #اللهم_احفظ_السعوديه_من_كورونا	Not Hatefull
3756	@P_Tabuk لازم النكد يعني خلونا نخلص من كورونا الحين	Not Hatefull
3757	ننعي بمزيد من الحزن والأسي  الشهيد أ.د حسن فرحات أستاذ طب وجراحة العين بطب المنوفية  والذي توفي متأثرًا بإصابته بفيروس كورونا سائلين المولي سبحانه أن يتغمد الفقيد بالرحمة وأن يلهم أهله وذويه الصبر والسلوان	Not Hatefull
3758	٢٠٦ حالات #كورونا في لبنان ..  فلا داعي للهلع 🙈  سنموت بعد قليل	Not Hatefull
3759	#كورونا_مصر  منظمة الصحة العالمية تقلل من شأن التوقعات بانحسار فيروس كورونا وتقول إنه من الخطأ الاعتقاد أن الفيروس سيختفي خلال فصل الصيف..   https://t.co/xJhwixK5uN	Not Hatefull
3760	🇺🇸: سنموت جميعاً                                            🇮🇹: لا يمكننا النجاة                                        🇸🇦:  الحمدالله الذي                                              بنعمة تمم الصالحات 💍.                                             حتى مع كورونا شغالين 🇸🇦😂	Not Hatefull
3761	للوقاية من االإصابة بفيروس #كورونا  يجب عليك 1- الحرص على تنظيف الأسطح. 2-المحافظة على غسل اليدين باستمرار.  ودمتم سالمين،،،،  https://t.co/0SxJfDYvmp	Not Hatefull
3762	🔴  عاجل 🔴     كورونا يعلن مغادرته لبنان بشكل نهائي والسبب هو الله لا يعلق حدا بلسان اللبنانية 😎   #سنموت_بعد_قليل #كورونا_لبنان  #كورونا	Not Hatefull
3763	@asam2012 هههههههههه هههههههههه الله يخارجنا من كورونا	Not Hatefull
3764	#كرونا  رغم كل الأخبار السيئة عن فايروس كورونا إلا أني وجدت خبر جيد لمنطقتنا..  حيث أن بعض العلماء يرجّحون أن الفايروس سيختفي مع حلول الصيف لأنه لا يستطيع العيش في الأجواء الحارة.  كما حدث مع فايروس SARS الذي اختفى مع دخول الصيف.  https://t.co/caAKwYx4bR	Not Hatefull
3765	تمديد الحجر الصحي ١٠ أيام. #الجزائر #فيروس_كورونا  https://t.co/vhGfWjIbMs	Not Hatefull
3766	اللهم إنا نسألك أيامًا مبشرة ، وهمومًا راحلة ، وقلوبًا مطمئنة اللهم إنا نسألك أن ترفع عنا هذا الوباء وهذا البلاء ، وأن تغفر لنا وللمسلمين جميعاً 🤲  #الجزائر  #رمضان	Not Hatefull
3767	#جامعه_اكسفورد لماذا تنتظرون العلماء حتى يكتشفوا الدواء للكورونا ،عندي وصفه تخلص اميريكا من الكورونا خلال ساعه باذن الله وتعيد عجله الخياه الى طبيعتها وتعيد الاقتصاد لاميريكا وللعالم تعالوا لنعقد صفقه العمر صفقه النجاه تلفون 972522878900 الوصفه ناجحه ١٠٠/١٠٠ مجربه على البشر والحي	Not Hatefull
3768	#فيروس_كورونا  لتجنب خطر الأصابة بـ فايروس كورونا اتبع التالي . ١_أطبخ البيض واللحوم بانوعها جيدا ٢_غطَ فمك وأنفك عند العطس أو السعال  ٣_أغسل يديك بانتظام بالصابون  ٤_استخدم المعقم   يتبع .	Not Hatefull
3769	في دقائق.. لقاح “موديرنا” يهز أسواق النفط والذهب والمال   https://t.co/SJ6etuR08j  #لقاح_كورونا  #موديرنا	Not Hatefull
3770	ببالغ الحزن والاسي وفاة الممرضة / سناء مصطفي  ،   والتي كانت تعمل بمستشفى الطب الطبيعي  حيث وافتها المنيه فجر اليوم السبت الموافق ٢٣ من مايو لسنه ٢٠٢٠ اثر تعرضها لازمه قلبيه بعد  اصابتها بفيروس الكورونا سائلين المولي عز وجل ان يتغمدها بوافر رحمته  ومغفرته ،و أن يلهم أهلها الصبر.	Not Hatefull
3771	@RTarabic هههههههههههههههههههه هههههههههههههههههههه هههههههههههههههههههه هههههههههههههههههههه هههههههههههههههههههه هههههههههههههههههههه هههههههههههههههههههه هههههههههههههههههههه أنا ولدك يابابا،، الملا كورونا ماملى عينكم	Not Hatefull
3772	انتم من تستحقون الشكر  انتم الخط الجهادي الأول في مواجهة هذا العدو المخفي تضحياتكم محل تقدير  عملكم سهركم شوقكم لأهلكم وبعدكم عنهم عن الاطفال والاباء والامهات  برهنتم انكم في الشدائد الابطال حفظكم الله من كل مكروه #شكرا_ابطال_كوفيد_19	Not Hatefull
3773	الطريقة المثلى لحماية نفسك ومن تحب من الأوبئة بما في ذلك #فيروس_كورونا هي غسل اليدين بالماء والصابون بشكل متكرر. إليكم الطريقة الصحيحة لغسل اليدين:  https://t.co/PKedydKHpv	Not Hatefull
3774	مع انتشار #كورونا، ما هي العلاجات المستخدمة؟ وهل هناك علاج معتمد؟  الإجابة في الرابط:   https://t.co/PWTEgsTTYQ  #صحتك_في_رمضان  #رمضان #السعودية #الامارات #قطر #Ramadan  #الجزائر #فيروس_كورونا	Not Hatefull
3775	عندي إحساس داخلي نفس ما جاء هذا الوباء فجأة بقدرة الله وحده وغيّر نمط حياتنا راح يروح فجأة وبقدرة الله وحده بترجع حياتنا نفس أول وأحسن . واثقه جدًا في رحمة الله وكرمه ويارب يكون العيد عيدين 💚..	Not Hatefull
3776	@sadeem2030s @tabukds عشان كورونا  عامل  عمايلو  هههههه	Not Hatefull
3777	خايف يجيبوا لقاح الكورونا وما يكفينا  يقوموا يزيدوه مي  الاردن وبعرفها 😂🙂💔	Not Hatefull
3778	🛑الفرق بينك وبين مصاب الكورونا.. انه هو عمل فحص وانت لا	Not Hatefull
3779	عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة: - اغسل يديك وعقمها باستمرار.  - ابتعد عن أماكن التجمعات.  - لا تقترب من أحد واجعل مسافة لا تقل عن مترين.  وتذكر دائمًا أن كبار السن، وأصحاب الأمراض المزمنة هم الأكثر عرضة للفيروس.. ساهم بحمايتهم. #الوقاية_من_كورونا  #كلنا_مسؤول  https://t.co/6LF0ZdW560	Not Hatefull
3780	#طلاب_الجوف_في_خطر  وزير التعليم مازال يتجاهل طلاب الجامعات وكانه معطيهم لقاح كورونا ومتطمن عليهم !! اذا قعدت طلاب المدارس ترى طلاب الجامعات بيرجعون عليهم بكورونا الموجه الثانيه الي لكم اسبوعين تحذرون منها راح تصير بسببكم !!! تدارك الوضع من الحين افضل @minister_moe_sa	Not Hatefull
3781	#نطالب_بالقبض_علي_وزير_التعليم اللهم من نشرها أو سدد منها فاجعل له من كل هم فرجاً ومن كل ضيق مخرجا و ارزقه من حيث لايحتسب  فزعتكم يا اهل الخير  فزعتكم لو رتويت ...  رقم الفاتوره 1812809799 متبقي 25 الف و550 ريال  يشهد الله كورونا قطعت رزقي من المشاوير وحالتي صعبه .	Not Hatefull
3782	#كوفيد_19  اللهم بشرنا بزوال هذا الوباء وارفع عنّا هذا الابتلاء   وطهر الأرض منه واشفي مرضانا ومرضى   العالم اجمعين إنك الغفور الرحيم   اللهم   قلت وقولك الحق وما كان الله معذبهم وهم يستغفرون   فاللهم نستغفرك ونتوب إليك من جميع الذنوب	Not Hatefull
3783	#DonaldJTrump لقد خصصت 2.2 ترليون دولار تعال حولهم لحسابي وخذ وصفه طبيعيه تخلص العالم من الكورونا ومن افاتها وتعيد بعجله الحياه الى طبيعتها تلفون .972522878900 .وصفه يفحصها كبار علماء الطب ، ناجحه ١٠٠/١٠٠ ومجربه على البشر وعلى الحيوانات تنجي الحميع الا الذين ماتت اعضاءهم وتوقفت .	Not Hatefull
3784	يلي مش هم بفهمو شو الها طعمة يسكروا البلد اذا بعد ٤ ايام رح نرجع متل قبل🤷‍♀️ ياخدو تدابير متل الخلق حاج يلعبونا..اوك في حق عالشعب ما قلنا لا بس كمان مش هني الدولة اي يفرجونا شغلن. انو ٤ ايام تسكير وبعدين؟ضيعان يلي انزربناهن بهالبيت 🤦‍♀️ #كورونا_لبنان #خليك_بالبيت	Not Hatefull
3785	قبل البدء في إرتداء الكمامة أو القفاز يجب عليك   🔹 تطهير اليدين بغسلهم بالماء والصابون أو بالكحول  🔹 تنشيفهما بالمناديل الورقية التي تستخدم مرة واحدة  🔹 تجنب ملامسة الكمامة أو القفاز من الداخل  #المستشفى_السعودي_الألماني #عسير #الوقاية_من_كورونا  #فيروس_كورونا_الجديد #وقاية  https://t.co/jzwk0fgK1p	Not Hatefull
3786	⭕عاجل  الحشيشة تقضي على فايروس #كورونا .. أثبت الدكتور #يوسف_أبو_حنا أن سيجارتين حشيش في اليوم تمنع فايروس #كورونا من التمكن من أداء وظيفته في الرئتين 😂 😂	Not Hatefull
3787	احرص على الالتزام باساليب الوقاية لحماية نفسك ومجتمعك من انتشار فيروس #كورونا. #COVID19  https://t.co/TaPKMFi0re	Not Hatefull
3788	"انا لله وانا اليه راجعـون بقضاء لله وقدره انتقلت الى رحمة الله تعالى قبل قليل عمتي بسبب #فيروس_كورونا الله يرحمها ويغفرلها ويسكنها فسيح جناته ويصبر اهلها وذويها الصبر والسلوان"" ولا تنسو كذالك ودعواتكم لعمي وهوا زوجها  مازال إلى الأن في العناية المركزة بسبب الإصابة بالفايروس💔😔"	Not Hatefull
3789	#أتسائل ما الذي أصاب الجزائريين و ما هي الصدمة التي تلقتها قلوبهم حتى أصبحو لا يخافون شيئ.. فالعالم كله خائف من فيروس كورونا الا الجزائر تضحك عليه.  هل حقا هذا الشعب عانى في حياته لدرجة انه يرى الموت و الحياة وجهان لعملة واحدة..!!..اريد اجابات مقنعة !؟  https://t.co/6jkxM9PChS	Not Hatefull
3790	@AJELNEWS24 علاج كورونا مرتبط بعلاج كريات الدم الحمراء ،ويجب التخلص من الفيروس في الدم وجعل الكريات تعمل كما كانت عليه،،كورونا لا يهاجم الرئة بل ينفذ عبرها الى كريات الدم الحمراء ويعمل على احلال نفسه مكان الاوكسجين للتنقل الى خلايا الجسم وبالتالي تعطيل ادائها ،،والعلاج اعطاء المريض كلوروكين	Not Hatefull
3791	باش نحميو راسنا .. من كورونا .. نبقاو في ديورنا  https://t.co/XybryXsxzh	Not Hatefull
3792	"صحيفة: سعر لقاح ""موديرنا"" لفيروس ""كورونا"" قد يصل إلى 60 دولاراً، وللتفاصيل  https://t.co/uyq0jrIpB0"	Not Hatefull
3793	أن الصبر و والحث على التفائل و الطمأنينه عبادة و منهج رسولنا الصادق الأمين.  وأخيرا كورونا وضعنا جميعا في حجمنا الطبيعي تحت رحمة الله ... اللهم عافنا واعفو عنا وارحمنا وابعد عنا هذا البلاء وردنا إليك ردا جميلا🤲🏻❤️	Not Hatefull
3794	#ليلة_القدر  سلامتنا سعادتنا وغايتنا الامان لكم لأنكم أنتم أغلى ما نملك نسأل الله الأمن والسلامة  سجل وانشر عروضك مجانا بدون عمولة  سلامتنا  https://t.co/RTTMA31gCp بسبب كورونا.. السعودية تعلق الدخول للعمرة والسياحة  https://t.co/lu4tM1jrMy  https://t.co/vtNT3IhHOD	Not Hatefull
3795	المجلس الأعلى للأمن يجتمع برئاسة الرئيس تبون لدراسة تطور فيروس كورونا في البلد إجراءات إضافية هذا مساء اليوم	Not Hatefull
3796	#عاجل..  رئيس الجمهورية الجزائري عبدالمجيد تبون في الحجر الصحي لمدة 5 أيام بسبب ظهور أعراض #كورونا على العديد من المسؤولين برئاسة الجمهورية والحكومة  #نتصدر_المشهد  #COVID19  https://t.co/MIlBmLdnGl	Not Hatefull
3797	واحد قال لجدته  الكورونا وصلت اليمن . قالت أيش ب نستفيد هي بتوصل ليد المسؤولين السرق وبيقسموها بينهم البين ولا بنحصل منها شي 🤣🤣😂😂🤣😹  ههههههههههه😁😎 جمعة مباركة  وكفانا الله وأياكم وجميع خلقة كورونا	Not Hatefull
3798	@1_cxlk حبيبي اخوي سلام من بعيد عشان كورونا هههه  https://t.co/ceTqPAnQVF	Not Hatefull
3799	سيذهب الوباء ومعه البلاء بإذن الله  وسيأتي #رمضان ومعه الفرج بأمر الله   'وإن حدَّثوك عن أمر مخيف' 'فحدثهم عن رب لطيف'  #صباح_الخير  #عمان_تواجه_كورونا  #عمان_تستاهل |🌹	Not Hatefull
3800	خايف يجيبوا لقاح الكورونا..وما يكفي يقوموا يزيدوه مي .. الأردن وبعرفها😐	Not Hatefull
3801	فيروس #كورونا: خمس نصائح لتجنب الإصابة بـكوفيد-19 داخل الأماكن المغلقة  https://t.co/KKDA2AZGps	Not Hatefull
3802	"ترامب: ""هيدروكسي كلوروكين"" ناجح ""للغاية"" في علاج #كورونا  للتفاصيل:  https://t.co/jhXmEMrs4D  #نتصدر_المشهد #COVID19  https://t.co/tTU2EGsxUe"	Not Hatefull
3803	"إصابة أول نمر بفيروس كورونا في حديقة حيوان ""برونكس"" بنيويورك  Via @sabqorg   https://t.co/NPiNY9TCby"	Not Hatefull
3804	@ben_aon يارب توكلت عليك يارب  اللهم من نشرها أو سدد منها فاجعل له من كل هم فرجاً ومن كل ضيق مخرجا و ارزقه من حيث لايحتسب  فزعتكم يا اهل الخير  فزعتكم لو رتويت ...  رقم الفاتوره 1812809799 متبقي 25 الف و550 ريال  يشهد الله كورونا قطعت رزقي من المشاوير وحالتي صعبه	Not Hatefull
3805	اللهم إنا نسألك باسمك الأعظم الذي إذا دعيت به أجبت وإذا سئلت به أعطيت وبأسمائك الحُسنى كلها ما علمنا منها وما لم نعلم أن تحفظ بلادنا وسائر بلاد المسلمين من شر هذا الوباء الذي هو بلاء وأن تجعله بردا 🤲❤  مساء الخير 🌹  مدينة عنابة 🇩🇿 #الجزائر  https://t.co/S8xqwiZQXF	Not Hatefull
3806	قلق بين العلماء مع ظهور كورونا متحور عند حيوان المنك والدنمارك تذبح الملايين بعد انتقاله ل12 شخصا #فيروس_كورونا #حيوان_المنك #الدنمارك   https://t.co/f8JfyWYIDs	Not Hatefull
3807	في وفاة الدكتور محمد فريد الجندي، رئيس قسم القلب بمعهد القلب القومي، الذي وافته المنية صباح اليوم متأثرًا بإصابته بفيروس كورونا المستجد، داعين الله -عز وجل- أن يغفر له ويرحمه ويدخله فسيح جناته وأن يلهم أهله الصبر والسلوان”.	Not Hatefull
3808	أنا في إنتظار رب كهنة المعبد ربراب أن يتبرع ب 50 مليون دولار للمصابين بوباء الكورونا في الجزائر..  مثلما ساهم في إعادة ترميم الكنيسة المسيحية “نوتردام” ببلاد أمه  فرنسا.#فيروس_كورونا  https://t.co/vwzUHkzQGX	Not Hatefull
3809	#عاجل- الرئيس #الجزائري عبد المجيد #تبون مصاب بـ#كوفيد-19  https://t.co/4iikyyA3IU	Not Hatefull
3810	@whrumor ياجماعه خلونا نخلص من كورونا	Not Hatefull
3811	توصل فريق عراقي جزائري إلى إيجاد دواء كورونا  https://t.co/M5Utz6369p	Not Hatefull
3812	نيويورك (رويترز) - قال مسؤولون اتحاديون وحديقة الحيوان يوم الاحد ان نمر في حديقة حيوان برونكس أثبتت اصابته بفيروس كورونا المستجد فيما يعتقد أنه أول إصابة معروفة في حيوان في الولايات المتحدة أو نمر في أي مكان.  1من 2  https://t.co/h5n64ExRr6	Not Hatefull
3813	@star_r21 يارب كورونا يروح 😔😔😔😔	Not Hatefull
3814	كورونا يتطور ويصيب ملايين من حيوانات المنك الموجود بكثرة فى أوروبا، مما يثير الرعب بعد اكتشاف طفرة من الفيروس فى 12 شخصاً ثبت انهم تلقوا العدوى من حيوان المنك وهناك 6 دول بدأت فى تسجيل حالات إصابة بكورونا منقولة من حيوان المنك أخطرها الدنمارك، ولهذا قامت بالقضاء علي الملايين منه!  https://t.co/YZ8RNjfdyj	Not Hatefull
3815	🔴 الجزائر تسجل اليوم 601 اصابة جديدة بفيروس كورونا  🔴 تعتبر حصيلة اليوم هي الأكثر منذ بداية انتشار الوباء في الجزائر   #فلسطين	Not Hatefull
3816	عند حدوث وباء في الدول اكبر غلطه تحدث غالبا هي توزيع المصابين علي المستشفيات  هذا كارثه تسبب انتشار لا محدود للعدوى  تخصيص مستشفي واحد او عمل مستشفيات ميدانيه خيام او ملاعب وصالات مغلقه وحصر المصابين فيها للعلاج والحجر   تحد من العدوي  تحافظ علي الطواقم الطبيه #كورونا_في_الكويت	Not Hatefull
3817	علاج فيروس كورونا #كورونا_مصر #كورونا اللهم رب الناس، أذهب الباس، واشفه وأنت الشافي؛ لا شفاء إلا شفاؤك، شفاء لا يغادر سقماً  https://t.co/GMnx8e6GS8	Not Hatefull
3818	وزارة الصحة: لا يوجد علاج او لقاح لفيروس كورونا.  https://t.co/tP3N8HWIup	Not Hatefull
3819	خلونا واقعيين  الناس ما تلتزم بمعلومات الوقاية من جهنم!! تبونهم يلتزمون بمعلومات الوقاية من كورونا؟؟	Not Hatefull
3820	@FADELZOUBIR الجزائر أول دولة تطعم ضد لقاح كورونا. اما دول العالم فتريد اللقاح ضد كورونا	Not Hatefull
3821	التخيل لحالو جبلي قشعريرة الله لا يوفقك يا كورونا  😭😭😭😭😭😭😭	Not Hatefull
3822	كنت دايماً ردد هالجملة  بتحبل بالصين بتخلِّف عنا مبروك ما إجانا مش مهم صبي أو بنت مهم الخلقة الكاملة #كورونا  #لبنان_الجديد #لبنان #لا_داعي_للهلع  #سنموت_بعد_قليل #اقفلوا_المدارس	Not Hatefull
3823	الجزائر اكتشفت دواء كورونا و امريكا هددت الجزائر بالحصار الاقتصادي لو كشفت عن دواء خوفا على مصالحها ،      المصدر : طاكسيور ركبت معاه 🤣🤣🤣🤣🇩🇿	Not Hatefull
3824	خلونا نكون واقعيين شوي الناس ما عم تلتزم بتعليمات الوقاية من جهنم تتوقعوا يلتزموا ١٠٠٪ بتعليمات الوقاية من 🦠  كورونا؟   صباح جميل خالٍ من الأوبئة	Not Hatefull
3825	@YoucefZaghba الأجدر غلق قنوات العار كورونا ولا نتوما	Not Hatefull
3826	@H1_40 @1AMessage يارب يروح كورونا 🚶🏻‍♀️	Not Hatefull
3827	تخيل يجيلك كورونا قبل ما تتجوز دي تبقي مأساة ، بعد إذن نهاية العالم يا شباب ملحقتش اتكاثر .  - عسل  الدحيح 😍😍 ، الحلقه بتاريخ 28/3/2020 .  https://t.co/DHmDKdb1n1	Not Hatefull
3828	توفي بعد مغرب  هذا اليوم  الاحد الشيخ سلطان بن زبن المويهي والذي أصيب الاسبوع الماضي بفايروس كورونا المستجد رحمه الله واسكنه فسيح جناته والهم اهله وذويه. الصبر والسلوان   ولم يتحدد وقت الصلاة على جنازته  إنا لله وإنا اليه راجعون  #عفيف  https://t.co/fWAsVv99mG	Not Hatefull
3829	لا حول ولا قوة الا بالله توفي الى رحمة الله تعالى  الرائد وليد عبد العليم ، ادارة مرور الجيزه   نتيجة اصابته بفيروس كورونا رحم الله الفقيد وألهم أهله وذويه الصبر والسلوان  https://t.co/NHu9zTdYMa	Not Hatefull
3830	طلع العلاج حق الملاريا القديم هيدروكسي كلوروكوين لا فائدة منه في علاج الكورونا وهذه دراسة وموثقة بالفيديو  تثبت عدد الوفيات التي أستخدموه https://t.co/Xpi9dFHVTM	Not Hatefull
3831	@pentrawi @gym63 السلام عليكم ي شباب تكفوون هذا اب عمره 50 عند عياله الان قبل كورونا كان فالسجن وبعد كورونا راح يرجع للسجن والله تكفووون همتكم خلونا نفرحه مع ليلة العيد هو وعياله ♥️♥️♥️ رقم الفاتورة : 197804931  https://t.co/NcnmgTSKWO	Not Hatefull
3832	@ALG_Presidency #نداء_وطني ومطلب 42 مليون جزائري إلى السيد الرئيس تبون نريد تطبيق الحجر الصحي الشامل على كامل التراب الوطني أي في 48 ولاية لمدة 10 أيام للخروج من أزمة فيروس كورونا بأخف الأضرار	Not Hatefull
3833	#ههههههه واحد كاتب :  فين الشيبات الي كانوا يضحكوا علينا ويقولوا ان احنا عيال النيدو !!  هيا اقنعوا كورونا انكم عيال السمن والعسل البلدي كورونا بيعشق الشيبات😆  هههههههه كلام واقعي😂😂	Not Hatefull
3834	إصابة  نادية في حديقة حيوان في نيويورك بفيروس كورونا	Not Hatefull
3835	@enayah_5056 مسابقة الوقاية من الكورونا من باب الوقاية يجب غسل اليدين جيدا بالماء والصابون.  ثم يتبعهما بغسل 1▪الفم ، 2▪والعين	Not Hatefull
3836	@Etisalat_Care @ralfalasi انا : ههههههههه الخصم : هههههههههه ٪ :هههههههههه كورونا : هههههههههه	Not Hatefull
3837	"منظمة الصحة العالمية: ""من الخطأ الاعتقاد بأن فيروس #كورونا سيختفي خلال فصل الصيف كما لو كان مجرد إنفلونزا يعني مافي بحر ولا بيسين ؟🤨 #يا_هملالي"	Not Hatefull
3838	"اذا ذهب ""كورونا"" ولم يحرك ضمائرنا فتأكدوا اننا نحن الوباء على هذه الارض ، لان الفيروس لم يأتي ليقتل فقط ، بل جاء ليوقظنا من غفلتنا .... ( حقيقي)"	Not Hatefull
3839	بدون تعليق ..  #ريح_في_داركم #Algerie  #Algeria  #فيروس_كورونا  #COVIDー19 #الحجر_الصحي #coronavirusalgerie  #الجزائر  https://t.co/Orj4SKCoF4	Not Hatefull
3840	واحد يقول .. قابلت واحد في الصيدليه  قال .. فيه علاج كورونا  قال له .. الصيدلي لا  قال .. اجل عطنا فياجرا لين الله يفرجها من عنده 😂😂😂	Not Hatefull
3841	- مستشفيات متأهبة - شباب مسؤول و أعمال خيرية منتشرة - تضامن شعبي -القهاوي مسكرة - الملاعب فاضية -لا اختلاط لا مصافحة  - الكورونا ما جات تقتل جات تربي 👌🏻 #حظر_كامل #منع_التجول #خلك_في_البيت #كوفيد_19 #كورونا	Not Hatefull
3842	انطفأت شمعتها في عمر الزهور وفاة طفلة في التاسعة من العمر ب #فيروس_كورونا في #الجزائر اليوم😥😷‼🙏 رحمها الله وأسكنها فسيح جناته ربي يصبر أهلها إنا لله وإنا إليه راجعون  https://t.co/rgAX3GISKJ	Not Hatefull
3843	تخطت الإصابات بفيروس كورونا اليوم الخميس2مارس 2020 حاجز المليون مصاب سجلت الولايات المتحدة أعلى نسبة إصابات 238,823 سجلت إيطاليا أعلى نسبة وفيات 13,915 تلتها اسبانيا10,096 السعودية الأعلى عربياً في الإصابات 1,885 تلتها الإمارات 1,024 إصابة الجزائر أعلى معدل وفيات عربياً86 وفاة  https://t.co/IjjXM83ASN	Not Hatefull
3844	كورونا طول بزياده يارب يروح يارب	Not Hatefull
3845	#الجزائر_المانيا_لقاح_ضد_كورونا سيكون جاهز في الخريف ديتمار هوب (79)شركته  تعمل حاليًا على تطوير  لقاح مضاد لفيروس كورونا  https://t.co/V1pZ7kUODF	Not Hatefull
3846	تنعي النقابة العامة للأطباء بمزيد من الحزن والأسي  الشهيد الدكتور جمال ابو العلا  استشارى أمراض الباطنة والذي توفي متأثرًا بإصابة بفيروس كورونا المستجد  سائلين المولي ان يتقبله من الشهداء ويسكنه فسيح جناته ويلهم أسرته الصبر والسلوان  https://t.co/QCwK4dxPcZ	Not Hatefull
3847	كورونا جعلنا نعرف قيمة العلم   وكأن الله اعاد ترتيب المجتمع الذي كنا نعيشه تجد مغنيا او ممثلا او لاعب كرة قدم او مشاهير شوشيل ميديا  لا يفقهون شيئا  والاهم ان كورونا جعل المفر الى الله والملجأ هو ملك الملوك  وان الصبر والطمأنينه هو منهج رسولنا الكريم	Not Hatefull
3848	"@AJELNEWS24 مختبر بريطاني: لقاح ""أسترازينيكا أكسفورد"" فعال بنسبة 70% للوقاية من كوفيد-19    https://t.co/1mIFGOA0dc…"	Not Hatefull
3849	@DoaaIyi هو فيروس سيساوي أخطر من كورونا ههههه	Not Hatefull
3850	@SE_lmanshoof @zozohosny606 هههههههه هههههههه هههههههه هههههههه هههههههه لسه حا يولع امال كورونا من ايه	Not Hatefull
3851	خلونا واقعيين الناس ماتلتزم بتعليمات الوقايه من جهنم تبونهم يلتزمون بتعليمات الوقايه من الكورونا 😂	Not Hatefull
3852	#نصايح_لتفادي_كورونا ينتقل  فيروس كورونا_المستجد عن طريق الأيدي الملوثة، والرذاذ المتطاير، من المريض أثناء السعال أو العطاس #فيروس_كورونا  https://t.co/OplkiCbJxY	Not Hatefull
3853	عـــاجل  مصدر طبي مطلع: تصريحات وزير الصحة الدكتور طه المتوكل عن اكتشاف علاج #كورونا ليست للاستهلاك الإعلامي وانما تصريحات من واقع حقيقي وملموس لا مجال للتشكيك فيه والايام القادمة ستبثت ذلك	Not Hatefull
3854	عند الخروج من المنزل عليك اتباع سبل الوقاية الصحيحة: - اغسل يديك وعقمها باستمرار.  - ابتعد عن أماكن التجمعات.  - لا تقترب من أحد واجعل مسافة لا تقل عن مترين. وتذكر دائمًا أن كبار السن، وأصحاب الأمراض المزمنة هم الأكثر عرضة للفيروس..ساهم بحمايتهم. #الوقاية_من_كورونا  #وزارة_الصحة  https://t.co/mFvyI7f5sO	Not Hatefull
3855	@sabah_Alsaaedy سيد  مقتدئ الصدر (ع) االيك تحيه ايها الولي المقدس نحن  نشكو اليك   حالنه  نحن طلاب السادس الاعدادي نطالب التربيه بل معدل التراكمي بحتساب الدرجه سادس ابتدائي وثالث متوسط  كدرجات وزاريه معترف بها وتقسيمها علئ 2  خوفا من جائحه كورونا الميمته   ارواحنا امانه عندك ايها الاب كريم ايها	Not Hatefull
3856	🔴 رئيس الجمهورية عبد المجيد #تبون يتراس جلسة عمل ضمت الوزير الاول وعدد من الوزراء و كبار مسؤولي الأمن في الدولة 🔴الاجتماع خصص لدراسة و تقييم الإجراءات المتخذة للتصدي بفعالية لوباء فيروس #الكورونا  https://t.co/uQGIuRgLpp	Not Hatefull
3857	فيديو 🎥  نصائح مهمة يجب اتباعها لتفادي الإصابة بفيروس #كورونا    https://t.co/ePEXtZgVCh	Not Hatefull
3858	سيذهب #كورونا  وتفتح المساجد ويأتي رمضان وسنصوم ونصلي التراويح والقيام  فقط أحسنوا الظن بالله وقولوا #يارب	Not Hatefull
3859	1/1/2020:اكيد ٢٠٢٠ حتكون احسن من ٢٠١٩. 21/2/2020:اول حالة كورونا في لبنان.🙂 #سنموت_بعد_قليل #كورونا  https://t.co/KxxgaTLCLS	Not Hatefull
3860	omnia life coach: توصيات لحماية نفسك ومن حولك من فيروس كورونا !  https://t.co/B08t8P2rBF	Not Hatefull
3861	خلونا نصير واقعيين  الناس ما تلتزم بتعليمات الوقاية  من جهنم  تبونهم يلتزمون بتعليمات الوقاية من كورونا 😂؟	Not Hatefull
3862	@GhasanCharbel ماذا عن فيروس #كوفيد_19 المتحور من حيوان المنك اللذي انتشر في الدنمارك وهولندا واميركا هل سيؤخذ نفس هذا اللقاح ؟! او يحتاج لابحاث اكثر ؟	Not Hatefull
